acc,Acholeplasmataceae,Acidaminococcaceae,Acidobacteriaceae,Actinomycetaceae,Aerococcaceae,Alicyclobacillaceae,Anaplasmataceae,Aspergillaceae,Atopobiaceae,Bacillaceae,Bacteroidaceae,Bifidobacteriaceae,Blattabacteriaceae,Burkholderiaceae,Campylobacteraceae,Candidatus Midichloriaceae,Carnobacteriaceae,Chromobacteriaceae,Clostridiaceae,Clostridiales Family XII. Incertae Sedis,Clostridiales Family XIII. Incertae Sedis,Coriobacteriaceae,Corynebacteriaceae,Cyclobacteriaceae,Dehalococcoidaceae,Desulfovibrionaceae,Desulfurellaceae,Eggerthellaceae,Elusimicrobiaceae,Enterobacteriaceae,Enterococcaceae,Erwiniaceae,Erysipelotrichaceae,Eubacteriaceae,Francisellaceae,Fusobacteriaceae,Hyphomonadaceae,Lachnospiraceae,Lactobacillaceae,Leptotrichiaceae,Leuconostocaceae,Listeriaceae,Methanobacteriaceae,Methylobacteriaceae,Microbacteriaceae,Micrococcaceae,Moraxellaceae,Mycoplasmataceae,Nautiliaceae,Pasteurellaceae,Peptoniphilaceae,Peptostreptococcaceae,Porphyromonadaceae,Prevotellaceae,Propionibacteriaceae,Pseudomonadaceae,Rhizobiaceae,Rhodocyclaceae,Rickettsiaceae,Rosaceae,Selenomonadaceae,Spirochaetaceae,Spiroplasmataceae,Sporomusaceae,Staphylococcaceae,Streptococcaceae,Synergistaceae,Syntrophomonadaceae,Thermaceae,Veillonellaceae,class
SRR5796708,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,105.0,0.0,0.0,1.0,0.0,523.0,2.0,0.0,8.0,0.0,187.0,11.0,3.0,1.0,0.0,21.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,12.0,18.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,30.0,13.0,0.0,0.0,0.0,1
SRR5796709,4.0,0.0,0.0,17.0,3.0,0.0,0.0,0.0,19.0,0.0,0.0,597.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,503.0,0.0,0.0,0.0,0.0,80.0,14.0,0.0,0.0,0.0,4.0,143.0,1.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,14.0,5.0,14.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,2.0,0.0,0.0,1.0,1
SRR5796710,0.0,0.0,0.0,6.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,10.0,0.0,2.0,0.0,6.0,76.0,0.0,0.0,4.0,0.0,2.0,268.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,105.0,11.0,0.0,0.0,21.0,6.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,2.0,0.0,5.0,1
SRR5796711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,3.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,3.0,1
SRR5796712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,872.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,2.0,1.0,10.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,274.0,13.0,0.0,1.0,0.0,5.0,195.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,37.0,8.0,0.0,1.0,7.0,6.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,24.0,1.0,0.0,0.0,6.0,1
SRR5796713,3.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,1.0,1.0,0.0,0.0,0.0,148.0,0.0,1.0,2.0,4.0,1.0,0.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,1.0,1.0,157.0,451.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,3.0,0.0,0.0,3.0,1
SRR5796714,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,47.0,0.0,0.0,212.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,11.0,0.0,4.0,1.0,0.0,0.0,0.0,8.0,28.0,4.0,6.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,2.0,1
SRR5796715,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,14.0,8.0,0.0,2812.0,0.0,1.0,1.0,0.0,1.0,0.0,177.0,0.0,18.0,1.0,0.0,0.0,0.0,1.0,0.0,91.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,9.0,0.0,117.0,205.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,5.0,2.0,3.0,25.0,13.0,28.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,7.0,1
SRR5796716,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,50.0,0.0,0.0,264.0,0.0,1.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,9.0,9.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,13.0,5.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,5.0,1
SRR5796717,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1433.0,0.0,0.0,0.0,0.0,0.0,0.0,975.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,2.0,79.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,10.0,14.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,7.0,1
SRR5796718,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,189.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,41.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,0.0,1
SRR5796719,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,57.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,10.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,11.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR5796720,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,1.0,16.0,1.0,0.0,2.0,1.0,5.0,29.0,1.0,11.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,6.0,19.0,194.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,1
SRR5796721,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,1.0,0.0,3.0,47.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,7.0,13.0,53.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1
SRR5796722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,8.0,0.0,129.0,86.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,31.0,3.0,54.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,2.0,1
SRR5796723,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,51.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,6.0,0.0,46.0,76.0,0.0,4.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,26.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1
SRR5796724,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,4.0,67.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,40.0,8.0,0.0,0.0,11.0,3.0,14.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,4.0,0.0,0.0,5.0,1
SRR5796725,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,206.0,121.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,15.0,8.0,18.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,17.0,2.0,0.0,0.0,23.0,1
SRR5796726,2.0,0.0,0.0,11.0,10.0,0.0,0.0,0.0,39.0,0.0,0.0,131.0,1.0,0.0,3.0,0.0,0.0,0.0,730.0,0.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,3.0,0.0,687.0,112.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,18.0,8.0,64.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,3.0,1
SRR5796727,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,19.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,224.0,210.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,28.0,7.0,118.0,106.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,29.0,0.0,0.0,0.0,5.0,1
SRR5796728,0.0,0.0,0.0,3.0,34.0,0.0,0.0,0.0,49.0,0.0,0.0,1666.0,0.0,0.0,1.0,0.0,0.0,0.0,175.0,0.0,1.0,2.0,29.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,5.0,0.0,2.0,36.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,9.0,0.0,8.0,23.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,0.0,0.0,43.0,1
SRR5796729,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,2.0,0.0,6.0,3.0,0.0,0.0,2.0,17.0,2.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,0.0,1.0,15.0,3.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
SRR5796730,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,80.0,6.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,8.0,15.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,10.0,0.0,0.0,0.0,1
SRR5796731,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,635.0,0.0,1.0,3.0,4.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,7.0,0.0,1400.0,15.0,0.0,6.0,0.0,40.0,0.0,0.0,0.0,20.0,3.0,0.0,12.0,10.0,19.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,31.0,2.0,0.0,1.0,0.0,1
SRR5796732,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,1.0,0.0,90.0,0.0,1.0,4.0,1.0,0.0,1.0,5.0,0.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,319.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,18.0,107.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,35.0,6.0,0.0,0.0,51.0,1
SRR5796733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1
SRR5796734,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,136.0,0.0,0.0,995.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,2.0,71.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,55.0,13.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,31.0,24.0,0.0,0.0,6.0,2.0,13.0,21.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,3.0,0.0,0.0,7.0,1
SRR5796735,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4318.0,0.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,89.0,2.0,0.0,0.0,2.0,67.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,7.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,16.0,1
SRR5796736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,83.0,1.0,0.0,0.0,0.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,1
SRR5796737,2.0,0.0,0.0,18.0,7.0,0.0,1.0,0.0,24.0,0.0,0.0,166.0,0.0,0.0,1.0,0.0,0.0,0.0,113.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,1.0,0.0,4.0,92.0,3.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,18.0,2.0,82.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,25.0,1
SRR5796738,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,66.0,0.0,55.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,49.0,1.0,0.0,8.0,0.0,243.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,12.0,2.0,19.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,1
SRR5796739,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,5.0,91.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,15.0,17.0,105.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,9.0,0.0,0.0,0.0,1
SRR5796740,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,139.0,138.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,3.0,10.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,8.0,30.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,1
SRR5796741,0.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1115.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,69.0,3.0,0.0,0.0,1.0,1.0,11.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0,0.0,0.0,14.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,16.0,0.0,0.0,0.0,2.0,1
SRR5796742,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,40.0,0.0,12.0,0.0,151.0,0.0,1.0,0.0,181.0,1.0,0.0,0.0,9.0,31.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,1.0,1
SRR5796743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,22.0,0.0,0.0,6.0,0.0,0.0,0.0,102.0,0.0,30.0,5.0,1.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,4.0,0.0,122.0,102.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,0.0,53.0,11.0,118.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,13.0,22.0,5.0,0.0,0.0,6.0,1
SRR5796744,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,45.0,1.0,0.0,0.0,0.0,2.0,52.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,122.0,1.0,0.0,0.0,7.0,5.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,3.0,1
SRR5796745,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,72.0,3.0,0.0,0.0,0.0,19.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,4.0,0.0,2.0,15.0,4.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,1
SRR5796746,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,35.0,0.0,1.0,206.0,0.0,0.0,2.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,1.0,4.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,64.0,2.0,0.0,0.0,15.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,14.0,12.0,0.0,0.0,0.0,1
SRR5796747,0.0,0.0,0.0,12.0,4.0,0.0,1.0,0.0,42.0,0.0,0.0,234.0,0.0,0.0,2.0,0.0,0.0,0.0,60.0,0.0,30.0,0.0,2.0,0.0,2.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,46.0,5.0,0.0,4.0,0.0,11.0,79.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,9.0,14.0,14.0,45.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,21.0,9.0,0.0,1.0,53.0,1
SRR5796748,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,29.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,6.0,16.0,12.0,5.0,0.0,0.0,2.0,0.0,0.0,23.0,14.0,0.0,0.0,11.0,2.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,0.0,5.0,1
SRR5796749,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,28.0,0.0,0.0,177.0,0.0,1.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,26.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,23.0,23.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,4.0,1
SRR5796750,4.0,0.0,0.0,25.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,70.0,0.0,0.0,2.0,0.0,0.0,0.0,283.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,356.0,0.0,32.0,0.0,360.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,60.0,3.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2.0,1
SRR5796751,1.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,29.0,11.0,0.0,287.0,0.0,1.0,1.0,0.0,0.0,0.0,107.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,91.0,1.0,0.0,3.0,0.0,19.0,116.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,30.0,50.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,23.0,1.0,0.0,0.0,3.0,1
SRR5796752,8.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,145.0,0.0,0.0,1.0,0.0,37.0,0.0,0.0,0.0,1.0,4.0,744.0,0.0,16.0,0.0,0.0,3.0,0.0,0.0,19.0,2.0,0.0,1.0,72.0,20.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,73.0,1.0,0.0,0.0,67.0,1
